timestamp,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Volume,Taker Buy Quote Volume,Ignore,sumOpenInterest,sumOpenInterestValue
2022-05-07,2.019,2.025,1.907,1.939,651988.0,2022-05-07 23:59:59.999,1291543.6161,8718,324005.2,641357.7442,0,,
2022-05-08,1.937,1.95,1.85,1.86,869536.0,2022-05-08 23:59:59.999,1647114.8431,9189,446578.6,846015.1356,0,,
2022-05-09,1.861,1.89,1.565,1.578,1725854.9,2022-05-09 23:59:59.999,2979787.0398,17568,824504.9,1424822.5785,0,,
2022-05-10,1.577,1.739,1.524,1.58,4478582.6,2022-05-10 23:59:59.999,7361640.9359,40338,2355865.9,3877726.711,0,,
2022-05-11,1.581,1.612,1.269,1.354,4776160.3,2022-05-11 23:59:59.999,6934132.4649,46328,2329388.4,3380641.6861,0,,
2022-05-12,1.354,1.41,1.128,1.244,7017939.1,2022-05-12 23:59:59.999,8826349.4434,64166,3559126.7,4476737.3611,0,,
2022-05-13,1.243,1.392,1.228,1.248,3008836.4,2022-05-13 23:59:59.999,3992189.9066,28009,1526180.6,2028626.1559,0,,
2022-05-14,1.248,1.314,1.181,1.293,1983937.6,2022-05-14 23:59:59.999,2483558.903,17574,977061.7,1224493.8372,0,,
2022-05-15,1.294,1.355,1.236,1.352,1498834.6,2022-05-15 23:59:59.999,1932685.151,11361,721543.5,931893.4802,0,,
2022-05-16,1.353,1.354,1.204,1.226,1411672.3,2022-05-16 23:59:59.999,1774766.1502,12228,714215.3,895429.4198,0,,
2022-05-17,1.226,1.337,1.226,1.3,1027418.7,2022-05-17 23:59:59.999,1312212.35,7699,511317.2,651190.9645,0,,
2022-05-18,1.301,1.326,1.165,1.167,1247142.3,2022-05-18 23:59:59.999,1552413.103,9654,594866.4,740125.0829,0,,
2022-05-19,1.169,1.2,1.134,1.164,1741399.3,2022-05-19 23:59:59.999,2038022.9931,11175,859087.4,1004864.8651,0,,
2022-05-20,1.163,1.186,1.056,1.067,2258458.2,2022-05-20 23:59:59.999,2528394.2297,12385,1114925.9,1249237.9409,0,,
2022-05-21,1.068,1.096,1.043,1.067,1385157.3,2022-05-21 23:59:59.999,1481225.3309,8253,735942.6,786772.5934,0,,
2022-05-22,1.067,1.113,1.047,1.092,1765555.9,2022-05-22 23:59:59.999,1907254.1216,8240,916099.4,988862.8508,0,,
2022-05-23,1.091,1.125,1.002,1.013,2414609.4,2022-05-23 23:59:59.999,2623220.0915,11099,1145220.9,1243505.8999,0,,
2022-05-24,1.013,1.034,0.964,0.995,2268137.8,2022-05-24 23:59:59.999,2257662.2212,10225,1097959.7,1092174.5384,0,,
2022-05-25,0.995,1.035,0.976,0.982,2165881.1,2022-05-25 23:59:59.999,2154438.9989,9262,1040362.1,1035291.9847,0,,
2022-05-26,0.983,0.996,0.873,0.891,1935513.9,2022-05-26 23:59:59.999,1795979.7528,7627,909743.0,843821.6199,0,,
2022-05-27,0.891,0.923,0.853,0.889,1527658.1,2022-05-27 23:59:59.999,1355130.5215,6158,671586.2,595660.3469,0,,
2022-05-28,0.89,0.931,0.873,0.919,1429503.0,2022-05-28 23:59:59.999,1294219.1872,5513,747581.5,677251.6688,0,,
2022-05-29,0.919,0.958,0.886,0.952,1497523.6,2022-05-29 23:59:59.999,1384638.0406,7005,673601.2,622883.8447,0,,
2022-05-30,0.952,1.028,0.936,1.017,1557386.0,2022-05-30 23:59:59.999,1538649.783,7286,750849.5,741864.7681,0,,
2022-05-31,1.017,1.081,0.981,1.019,3044410.1,2022-05-31 23:59:59.999,3120939.2163,12665,1460358.7,1496735.902,0,,
2022-06-01,1.02,1.026,0.887,0.915,2209887.8,2022-06-01 23:59:59.999,2148006.989,10309,1019178.3,992200.6634,0,,
2022-06-02,0.913,0.942,0.892,0.938,2049199.4,2022-06-02 23:59:59.999,1885491.4047,10926,1033115.5,950916.1559,0,,
2022-06-03,0.938,0.943,0.878,0.881,1383898.2,2022-06-03 23:59:59.999,1251770.4187,6667,653918.6,591081.29,0,,
2022-06-04,0.882,0.905,0.851,0.879,1317506.9,2022-06-04 23:59:59.999,1146326.2874,6429,687262.5,598780.1331,0,,
2022-06-05,0.879,0.915,0.853,0.883,1566899.1,2022-06-05 23:59:59.999,1380850.8759,5956,759267.5,669278.4637,0,,
2022-06-06,0.881,0.965,0.879,0.923,1803145.8,2022-06-06 23:59:59.999,1685548.3293,8514,884801.2,826624.2497,0,,
2022-06-07,0.923,0.987,0.838,0.891,4666284.1,2022-06-07 23:59:59.999,4167953.5064,16879,2252510.0,2011354.9647,0,,
2022-06-08,0.892,0.924,0.875,0.879,1817602.7,2022-06-08 23:59:59.999,1628949.9599,9856,900543.8,807815.8401,0,,
2022-06-09,0.879,0.936,0.867,0.883,1685878.2,2022-06-09 23:59:59.999,1520838.9679,8358,847573.2,765358.8796,0,,
2022-06-10,0.882,0.892,0.797,0.805,2584101.7,2022-06-10 23:59:59.999,2159843.4011,9505,1253135.9,1048188.8828,0,,
2022-06-11,0.805,0.823,0.732,0.758,1388177.3,2022-06-11 23:59:59.999,1079682.9487,6625,684094.4,531870.7093,0,,
2022-06-12,0.758,0.8,0.711,0.735,2700327.8,2022-06-12 23:59:59.999,2056933.895,9554,1330171.8,1015192.7344,0,,
2022-06-13,0.735,0.743,0.649,0.687,2608439.2,2022-06-13 23:59:59.999,1789627.1623,10665,1293010.6,886463.235,0,,
2022-06-14,0.685,0.732,0.646,0.715,1779653.1,2022-06-14 23:59:59.999,1243497.6062,8764,854538.7,598399.2276,0,,
2022-06-15,0.715,0.741,0.633,0.741,2195382.8,2022-06-15 23:59:59.999,1480595.172,10275,1102915.2,744850.0736,0,,
2022-06-16,0.741,0.75,0.654,0.661,1293245.6,2022-06-16 23:59:59.999,895020.8703,7553,595179.5,410846.5915,0,,
2022-06-17,0.66,0.691,0.654,0.667,889234.0,2022-06-17 23:59:59.999,600710.3769,5058,469222.5,317196.8451,0,,
2022-06-18,0.667,0.676,0.589,0.633,1848105.5,2022-06-18 23:59:59.999,1152469.7162,7360,833098.0,518014.5952,0,,
2022-06-19,0.634,0.713,0.603,0.7,1599107.7,2022-06-19 23:59:59.999,1039046.7809,9145,781980.4,511468.5357,0,,
