timestamp,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Volume,Taker Buy Quote Volume,Ignore,sumOpenInterest,sumOpenInterestValue
2022-05-08,0.5808,0.5833,0.5572,0.5662,335981906.0,2022-05-08 23:59:59.999,191966430.3333,204020,163008531.0,93148806.9462,0,,
2022-05-09,0.5663,0.5789,0.47,0.4873,841979616.33,2022-05-09 23:59:59.999,440258885.078922,614982,401707901.93,210048266.461249,0,,
2022-05-10,0.4872,0.5371,0.4722,0.513,900790302.0,2022-05-10 23:59:59.999,459950527.42,637387,434905375.0,222042162.2255,0,,
2022-05-11,0.513,0.5253,0.3646,0.4172,1598443681.35,2022-05-11 23:59:59.999,731722915.314705,1259135,752855735.92,345813793.804597,0,,
2022-05-12,0.4172,0.4296,0.3361,0.3856,1567507931.5,2022-05-12 23:59:59.999,594186113.5263649,1276059,782977731.1,296900375.29638,0,,
2022-05-13,0.3856,0.4659,0.3813,0.4228,698396767.0,2022-05-13 23:59:59.999,301967793.821,550622,346804900.0,149919526.2497,0,,
2022-05-14,0.4229,0.441,0.3955,0.4262,442845171.0,2022-05-14 23:59:59.999,185744367.7124,346940,213778456.0,89698073.3502,0,,
2022-05-15,0.4262,0.45,0.4149,0.4481,267739238.0,2022-05-15 23:59:59.999,114744354.5196,215477,131021667.0,56191165.341,0,,
2022-05-16,0.4481,0.4481,0.4087,0.4231,433909248.0,2022-05-16 23:59:59.999,183880284.5874,305356,224928418.0,95326831.9139,0,,
2022-05-17,0.4231,0.4403,0.417,0.438,376428299.0,2022-05-17 23:59:59.999,162168648.8597,251858,190488659.0,82052620.1902,0,,
2022-05-18,0.438,0.4428,0.4037,0.4056,370954228.0,2022-05-18 23:59:59.999,155713298.6108,236704,182418848.0,76564760.9242,0,,
2022-05-19,0.4056,0.4242,0.3908,0.4205,285465302.0,2022-05-19 23:59:59.999,116869173.7599,199622,145656295.0,59625099.7529,0,,
2022-05-20,0.4205,0.4407,0.4016,0.4101,358049438.0,2022-05-20 23:59:59.999,150932151.7571,221270,180661797.0,76181126.8174,0,,
2022-05-21,0.4101,0.4183,0.403,0.4145,144232225.0,2022-05-21 23:59:59.999,59372483.5825,92445,69925202.0,28783850.4736,0,,
2022-05-22,0.4144,0.4255,0.4101,0.4218,143783091.0,2022-05-22 23:59:59.999,60032697.6084,93691,72502293.0,30272080.6584,0,,
2022-05-23,0.4217,0.4287,0.4002,0.4052,301434382.0,2022-05-23 23:59:59.999,126188136.5609,179962,148486545.0,62121844.6297,0,,
2022-05-24,0.4052,0.4138,0.3908,0.4086,309724750.0,2022-05-24 23:59:59.999,125344682.6655,147275,154087251.0,62396369.6546,0,,
2022-05-25,0.4087,0.4138,0.3948,0.406,414339536.0,2022-05-25 23:59:59.999,167969372.2193,161858,197113019.0,79917672.7424,0,,
2022-05-26,0.4061,0.4109,0.3753,0.392,626704757.0,2022-05-26 23:59:59.999,246729969.605,251980,308901803.0,121570237.2421,0,,
2022-05-27,0.3921,0.4032,0.3764,0.3819,549974246.0,2022-05-27 23:59:59.999,214888250.2271,235251,280708552.0,109682355.9268,0,,
2022-05-28,0.382,0.389,0.3805,0.3863,232996058.0,2022-05-28 23:59:59.999,89731706.8105,101729,121012872.0,46598972.8519,0,,
2022-05-29,0.3863,0.3908,0.3794,0.3891,190159222.0,2022-05-29 23:59:59.999,73294559.5039,80104,96943524.0,37370321.2283,0,,
2022-05-30,0.3891,0.4197,0.3866,0.4187,371239281.0,2022-05-30 23:59:59.999,149384767.0321,167873,194236066.0,78160019.8935,0,,
2022-05-31,0.4188,0.4342,0.4065,0.4217,422313633.0,2022-05-31 23:59:59.999,176780178.8201,207019,202580617.0,84806064.9119,0,,
2022-06-01,0.4217,0.4266,0.3887,0.398,436983828.0,2022-06-01 23:59:59.999,178928611.5763,200731,215019403.0,88095126.204,0,,
2022-06-02,0.3981,0.4072,0.3907,0.4055,350695114.0,2022-06-02 23:59:59.999,139400566.4511,147596,176870397.0,70287103.1895,0,,
2022-06-03,0.4054,0.4105,0.3839,0.3904,283788604.0,2022-06-03 23:59:59.999,112542326.3665,148952,151980865.0,60257602.3993,0,,
2022-06-04,0.3903,0.3944,0.3846,0.3925,134031506.0,2022-06-04 23:59:59.999,52239259.2791,77118,66545797.0,25932690.7373,0,,
2022-06-05,0.3925,0.3995,0.3895,0.3953,134209649.0,2022-06-05 23:59:59.999,52902644.5682,73022,71195640.0,28064605.8534,0,,
2022-06-06,0.3954,0.4099,0.394,0.4026,253767142.0,2022-06-06 23:59:59.999,102110040.337,130186,142292704.0,57276098.7523,0,,
2022-06-07,0.4027,0.4175,0.3846,0.4076,418785041.0,2022-06-07 23:59:59.999,166280541.3817,220088,203201721.0,80682320.4546,0,,
2022-06-08,0.4076,0.4104,0.3947,0.4006,307076296.0,2022-06-08 23:59:59.999,123154505.0433,165487,152660760.0,61224554.0444,0,,
2022-06-09,0.4007,0.4041,0.3965,0.4002,253775318.0,2022-06-09 23:59:59.999,101687547.2932,108685,124321103.0,49825724.7181,0,,
2022-06-10,0.4002,0.4118,0.3762,0.3815,399808206.0,2022-06-10 23:59:59.999,157089536.93,194473,195917016.0,77041301.0298,0,,
2022-06-11,0.3815,0.3887,0.3557,0.3599,335176735.0,2022-06-11 23:59:59.999,124317447.9689,162752,165214003.0,61258649.7717,0,,
2022-06-12,0.3598,0.3654,0.3394,0.3433,427316144.0,2022-06-12 23:59:59.999,149735662.364,211927,202677787.0,71035077.4225,0,,
2022-06-13,0.3433,0.3507,0.3012,0.3118,1028751993.07,2022-06-13 23:59:59.999,328637316.325002,508115,510439919.0,163052865.5242,0,,
2022-06-14,0.3117,0.3267,0.2936,0.3214,778418633.0,2022-06-14 23:59:59.999,243464785.141985,342614,378034381.92,118330382.0822,0,,
2022-06-15,0.3215,0.3469,0.298,0.3436,865192872.0,2022-06-15 23:59:59.999,271227096.2417,404846,432927616.0,135683790.8675,0,,
2022-06-16,0.3436,0.3475,0.3073,0.3132,589816543.0,2022-06-16 23:59:59.999,190349169.8571,238916,289891372.0,93503353.1549,0,,
2022-06-17,0.3132,0.3397,0.3105,0.321,430655102.0,2022-06-17 23:59:59.999,140271381.5595,198729,220129175.0,71720491.8413,0,,
2022-06-18,0.321,0.3263,0.2872,0.3075,555977925.71,2022-06-18 23:59:59.999,170366179.895381,283907,274411148.0,84126288.6719,0,,
