timestamp,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Volume,Taker Buy Quote Volume,Ignore,sumOpenInterest,sumOpenInterestValue
2024-11-30 00:15:00,1.8513,1.8563,1.8217,1.8264,25179584.0,2024-11-30 00:29:59.999,46363930.8843,99932,13391346.0,24669793.3641,0,,
2024-11-30 00:30:00,1.8265,1.8314,1.7641,1.7745,25447624.0,2024-11-30 00:44:59.999,45638320.5708,107419,9948532.0,17847473.2339,0,,
2024-11-30 00:45:00,1.7745,1.8008,1.7635,1.7846,20854275.0,2024-11-30 00:59:59.999,37237501.7628,83295,12017711.0,21469097.2788,0,,
2024-11-30 01:00:00,1.7845,1.7944,1.7689,1.7939,10524224.0,2024-11-30 01:14:59.999,18761114.9578,53269,5392548.0,9617842.1562,0,,
2024-11-30 01:15:00,1.7939,1.8153,1.7813,1.8114,10783020.0,2024-11-30 01:29:59.999,19403854.7899,53628,5861702.0,10548998.9241,0,,
2024-11-30 01:30:00,1.8113,1.855,1.8104,1.8243,23210096.0,2024-11-30 01:44:59.999,42514763.6718,89897,12982014.0,23779141.3551,0,,
2024-11-30 01:45:00,1.8243,1.8487,1.8202,1.8353,12644846.0,2024-11-30 01:59:59.999,23186116.2993,68993,7017394.0,12868539.8391,0,,
2024-11-30 02:00:00,1.8353,1.8436,1.808,1.8182,17665459.0,2024-11-30 02:14:59.999,32247632.6283,64546,8314509.0,15181184.9875,0,,
2024-11-30 02:15:00,1.8182,1.8237,1.7982,1.8137,13092265.0,2024-11-30 02:29:59.999,23698258.5731,41867,4997423.0,9050894.7202,0,,
2024-11-30 02:30:00,1.8138,1.8157,1.7938,1.7946,8870474.0,2024-11-30 02:44:59.999,15974811.6694,36944,3769911.0,6789590.9591,0,,
2024-11-30 02:45:00,1.7946,1.8035,1.7863,1.8008,6995803.0,2024-11-30 02:59:59.999,12561228.5789,35832,3668677.0,6589586.1632,0,,
2024-11-30 03:00:00,1.8009,1.8089,1.7911,1.8003,8661999.0,2024-11-30 03:14:59.999,15590540.2037,33765,4794537.0,8628511.566,0,,
2024-11-30 03:15:00,1.8003,1.8083,1.7927,1.7957,5638951.0,2024-11-30 03:29:59.999,10156412.5616,30876,2672123.0,4813308.3032,0,,
2024-11-30 03:30:00,1.7957,1.803,1.7748,1.7995,9168429.0,2024-11-30 03:44:59.999,16379738.8891,45279,4290221.0,7667570.1922,0,,
2024-11-30 03:45:00,1.7995,1.8189,1.7954,1.8187,9190333.0,2024-11-30 03:59:59.999,16620479.3819,38155,4378104.0,7917808.1719,0,,
2024-11-30 04:00:00,1.8188,1.819,1.8045,1.8113,6492732.0,2024-11-30 04:14:59.999,11758090.1832,33881,3022876.0,5474790.7042,0,,
2024-11-30 04:15:00,1.8112,1.8417,1.8083,1.8406,10569995.0,2024-11-30 04:29:59.999,19346219.9008,52854,6010682.0,11004889.8462,0,,
2024-11-30 04:30:00,1.8406,1.855,1.83,1.8443,14698180.0,2024-11-30 04:44:59.999,27091510.0898,58939,7509146.0,13846297.3203,0,,
2024-11-30 04:45:00,1.8442,1.8573,1.8413,1.8466,11587000.0,2024-11-30 04:59:59.999,21446285.1817,51455,4845453.0,8966136.9003,0,,
2024-11-30 05:00:00,1.8465,1.8757,1.84,1.8755,12585629.61,2024-11-30 05:14:59.999,23407736.514655,57645,7091163.61,13200660.022755,0,,
2024-11-30 05:15:00,1.8754,1.9,1.8687,1.8987,27664769.43,2024-11-30 05:29:59.999,52228869.323665,93113,16374187.12,30918279.460769,0,,
2024-11-30 05:30:00,1.8987,1.907,1.8778,1.8894,25535527.98,2024-11-30 05:44:59.999,48335041.271147,85802,13620206.98,25797234.174647,0,,
2024-11-30 05:45:00,1.8894,1.9041,1.8802,1.8807,12352690.0,2024-11-30 05:59:59.999,23367588.7601,58426,6560684.0,12415454.7819,0,,
2024-11-30 06:00:00,1.8805,1.9028,1.8703,1.887,18296009.0,2024-11-30 06:14:59.999,34495286.535,72464,9501568.0,17931114.3012,0,,
2024-11-30 06:15:00,1.8869,1.8955,1.8733,1.8934,9802521.0,2024-11-30 06:29:59.999,18473391.3748,50214,4632368.0,8732578.2721,0,,
2024-11-30 06:30:00,1.8933,1.9434,1.8859,1.936,30706412.03,2024-11-30 06:44:59.999,58997002.488629,126573,17833604.39,34289420.576861,0,,
2024-11-30 06:45:00,1.9359,1.9448,1.8942,1.8981,25088635.0,2024-11-30 06:59:59.999,48243440.311669,92211,11898213.0,22887905.101769,0,,
2024-11-30 07:00:00,1.8981,1.9231,1.8967,1.9174,16518803.0,2024-11-30 07:14:59.999,31564805.9218,76272,9401594.0,17964468.8243,0,,
2024-11-30 07:15:00,1.9173,1.9468,1.9163,1.9364,17828471.95,2024-11-30 07:29:59.999,34513838.62573,73518,10468778.15,20270609.94557,0,,
2024-11-30 07:30:00,1.9364,1.9461,1.9178,1.9436,14211061.0,2024-11-30 07:44:59.999,27439711.0465,67237,7807446.0,15081430.7455,0,,
2024-11-30 07:45:00,1.9436,1.95,1.903,1.9135,20640504.74,2024-11-30 07:59:59.999,39735757.850903,63759,10403700.02,20032594.760611,0,,
2024-11-30 08:00:00,1.9136,1.933,1.9121,1.9312,12278172.0,2024-11-30 08:14:59.999,23599846.4279,44583,6064080.0,11655157.1442,0,,
2024-11-30 08:15:00,1.9312,1.9319,1.8893,1.9099,18397475.0,2024-11-30 08:29:59.999,35052555.3531,72514,7354155.0,14016155.2255,0,,
