timestamp,open,high,low,close,volume,close time,quote asset volume,number of trades,taker buy base volume,taker buy quote volume,ignore,sumopeninterest,sumopeninterestvalue,RSI,StochRSI,OBV,ATR,ADX,MACD,MACD_Signal,MACD_Hist,SMA_50,SMA_20,DI_plus,DI_minus,MOM_,ROC_,CMF_,Candle_Body_,Upper_Wick_,Lower_Wick_,Bollinger_Upper,Bollinger_Middle,Bollinger_Lower,Fear_Greed,GOLD,GS10,OIL,CPI,M2,UNRATE,SP500,DXY,VIX,RETAIL,GDP,T10Y2Y,BALANCE_OF_TRADE,PPI,M1,IP
1502928000.0,4261.48,4485.39,4200.74,4285.08,795.150377,1503014399.0,3454770.05073206,3427.0,616.248541,2678216.40060401,0.0,80332.024,8137351151.200403,67.85827398305986,0.0,795.150377,277.28357142857146,36.70881743228527,-117.39809175970504,-51.421238690720706,-65.97685306898433,4159.184200000001,4328.539000000001,19.5455059618931,30.268128740803867,24.93000000000029,0.5817861043434513,89.82400364065789,23.600000000000364,200.3100000000004,60.73999999999978,4304.869730540021,4127.144,3949.4182694599795,39.0,25.12,0.87,41.14,258.076,15980.6,4.4,2972.37,116.7132,41.94,429196.0,21727.657,0.25,-513.578,193.1,4260.9,97.606
1503014400.0,4285.08,4371.52,3938.77,4108.37,1199.888264,1503100799.0,5086958.30617151,5233.0,972.86871,4129123.31651808,0.0,80332.024,8137351151.200403,67.85827398305986,0.0,-404.7378869999999,277.28357142857146,36.70881743228527,-117.39809175970504,-51.421238690720706,-65.97685306898433,4159.184200000001,4328.539000000001,19.5455059618931,30.268128740803867,24.93000000000029,0.5817861043434513,89.82400364065789,176.71000000000004,86.44000000000051,169.5999999999999,4304.869730540021,4127.144,3949.4182694599795,39.0,25.12,0.87,41.14,258.076,15980.6,4.4,2972.37,116.7132,41.94,429196.0,21727.657,0.25,-513.578,193.1,4260.9,97.606
1503100800.0,4108.37,4184.69,3850.0,4139.98,381.309763,1503187199.0,1549483.73542151,2153.0,274.336042,1118001.87008735,0.0,80332.024,8137351151.200403,67.85827398305986,0.0,-23.42812399999991,277.28357142857146,36.70881743228527,-117.39809175970504,-51.421238690720706,-65.97685306898433,4159.184200000001,4328.539000000001,19.5455059618931,30.268128740803867,24.93000000000029,0.5817861043434513,89.82400364065789,31.609999999999673,44.710000000000036,258.3699999999999,4304.869730540021,4127.144,3949.4182694599795,39.0,25.12,0.87,41.14,258.076,15980.6,4.4,2972.37,116.7132,41.94,429196.0,21727.657,0.25,-513.578,193.1,4260.9,97.606
1503187200.0,4120.98,4211.08,4032.62,4086.29,467.083022,1503273599.0,1930364.39032646,2321.0,376.795947,1557401.3337373,0.0,80332.024,8137351151.200403,67.85827398305986,0.0,-490.51114599999994,277.28357142857146,36.70881743228527,-117.39809175970504,-51.421238690720706,-65.97685306898433,4159.184200000001,4328.539000000001,19.5455059618931,30.268128740803867,24.93000000000029,0.5817861043434513,89.82400364065789,34.6899999999996,90.10000000000036,53.67000000000007,4304.869730540021,4127.144,3949.4182694599795,39.0,25.12,0.87,41.14,258.076,15980.6,4.4,2972.37,116.7132,41.94,429196.0,21727.657,0.25,-513.578,193.1,4260.9,97.606
1503273600.0,4069.13,4119.62,3911.79,4016.0,691.74306,1503359999.0,2797231.71402728,3972.0,557.356107,2255662.55315837,0.0,80332.024,8137351151.200403,67.85827398305986,0.0,-1182.254206,277.28357142857146,36.70881743228527,-117.39809175970504,-51.421238690720706,-65.97685306898433,4159.184200000001,4328.539000000001,19.5455059618931,30.268128740803867,24.93000000000029,0.5817861043434513,89.82400364065789,53.13000000000011,50.48999999999978,104.21000000000004,4304.869730540021,4127.144,3949.4182694599795,39.0,25.12,0.87,41.14,258.076,15980.6,4.4,2972.37,116.7132,41.94,429196.0,21727.657,0.25,-513.578,193.1,4260.9,97.606
1503360000.0,4016.0,4104.82,3400.0,4040.0,966.684858,1503446399.0,3752505.77214051,6494.0,423.995181,1637188.36934226,0.0,80332.024,8137351151.200403,67.85827398305986,0.0,-215.5693480000001,277.28357142857146,36.70881743228527,-117.39809175970504,-51.421238690720706,-65.97685306898433,4159.184200000001,4328.539000000001,19.5455059618931,30.268128740803867,24.93000000000029,0.5817861043434513,89.82400364065789,24.0,64.81999999999971,616.0,4168.107995465674,4078.1279999999997,3988.148004534325,39.0,25.12,0.87,41.14,258.076,15980.6,4.4,2972.37,116.7132,41.94,429196.0,21727.657,0.25,-513.578,193.1,4260.9,97.606
1503446400.0,4040.0,4265.8,4013.89,4114.01,1001.136565,1503532799.0,4148686.46581968,8629.0,309.419092,1293567.09519463,0.0,80332.024,8137351151.200403,67.85827398305986,0.0,785.5672169999999,277.28357142857146,36.70881743228527,-117.39809175970504,-51.421238690720706,-65.97685306898433,4159.184200000001,4328.539000000001,19.5455059618931,30.268128740803867,24.93000000000029,0.5817861043434513,89.82400364065789,74.01000000000022,151.78999999999996,26.110000000000127,4170.851095589273,4079.256,3987.6609044107263,39.0,25.12,0.87,41.14,258.076,15980.6,4.4,2972.37,116.7132,41.94,429196.0,21727.657,0.25,-513.578,193.1,4260.9,97.606
1503532800.0,4147.0,4371.68,4085.01,4316.01,787.418753,1503619199.0,3296476.41316476,6247.0,206.820412,868379.0641312,0.0,80332.024,8137351151.200403,67.85827398305986,0.0,1572.98597,277.28357142857146,36.70881743228527,-117.39809175970504,-51.421238690720706,-65.97685306898433,4159.184200000001,4328.539000000001,19.5455059618931,30.268128740803867,24.93000000000029,0.5817861043434513,89.82400364065789,169.01000000000022,55.67000000000007,61.98999999999978,4327.355996308047,4114.4619999999995,3901.5680036919525,39.0,25.12,0.87,41.14,258.076,15980.6,4.4,2972.37,116.7132,41.94,429196.0,21727.657,0.25,-513.578,193.1,4260.9,97.606
1503619200.0,4316.01,4453.91,4247.48,4280.68,573.61274,1503705599.0,2484637.34936327,6554.0,100.097974,434577.13574645,0.0,80332.024,8137351151.200403,67.85827398305986,0.0,999.3732299999999,277.28357142857146,36.70881743228527,-117.39809175970504,-51.421238690720706,-65.97685306898433,4159.184200000001,4328.539000000001,19.5455059618931,30.268128740803867,24.93000000000029,0.5817861043434513,89.82400364065789,35.32999999999993,137.89999999999964,33.20000000000073,4399.8063621673855,4153.339999999999,3906.873637832613,39.0,25.12,0.87,41.14,258.076,15980.6,4.4,2972.37,116.7132,41.94,429196.0,21727.657,0.25,-513.578,193.1,4260.9,97.606
1503705600.0,4280.71,4367.0,4212.41,4337.44,228.108068,1503791999.0,977865.7333321,2260.0,56.190141,241363.80050245,0.0,80332.024,8137351151.200403,67.85827398305986,0.0,1227.481298,277.28357142857146,36.70881743228527,-117.39809175970504,-51.421238690720706,-65.97685306898433,4159.184200000001,4328.539000000001,19.5455059618931,30.268128740803867,24.93000000000029,0.5817861043434513,89.82400364065789,56.72999999999956,29.5600000000004,68.30000000000018,4454.774173117,4217.627999999999,3980.4818268829977,39.0,25.12,0.87,41.14,258.076,15980.6,4.4,2972.37,116.7132,41.94,429196.0,21727.657,0.25,-513.578,193.1,4260.9,97.606
